sentence_id,clean_text,obfuscated_text,obf_level,meta_label
1834,Unverified reports suggest agitators gathering,9vñv3®if13d ®ep0rts $v993s7 @9!7470r$ #9@7#e®!ñg$,high,THREAT
1835,"Target confirmed near sector 4, stay alert","Target confirm3d near sector 4 , stay alert",low,THREAT
1836,Mission NeonSky aborted due to system anomaly,Miss-in NeonSky @8or7d due t0 sy$tem añ0m@ly,medium,SAFE
1837,"Civilian movement reported near checkpoint, caution","Civilian movemen7 reported near checkpo1nt , caut1on",medium,HATE
1838,"Zone-1 reports hostile movement, silent mode on","Zone - 1 reports hostile movement , silent mode oñ",low,SAFE
1839,Establish perimeter and monitor the north ridge,#357@8l1sh$ p3®1me73® an9d m0ñ417or 7#3 ñ0®7h r!d93,high,HATE
1840,Establish perimeter and monitor the north ridge,Establi5h perimeter añd monitor the north ridge,low,THREAT
1841,Establish perimeter and monitor the north ridge,Establish perimeter @nd_ monitor 7#e ñorth ridge,medium,SAFE
1842,Mission NeonSky aborted due to system anomaly,M1s5!0n ñeon5ky abo®7d due t0 sy573m 4nomaly,medium,HATE
1843,"Operation Delta in two minutes, finalize readiness","Ope®a71oñ Del74 1ñ 7wo miñu735 , f1ñ4|1ze @®3@d1ñe5s@",high,THREAT
1844,All units remain in blackout; maintain radio silence,Al| units r3ma-1n in bl@ckout ; maintain ®adi0 si-lence,medium,HATE
1845,Code Alpha – maintain schedule,(0de Alph@ – mainta1ñ s(h3dul3,medium,HATE
1846,"Transmission jam detected, postpone the meeting","$7r@ñsmi$s10n# jam @d373(t3d$ , $p0s7pon3$ #t#3# me37in6g",high,SAFE
1847,"Patrol cancelled, area seems unsafe","Patrol cancelled , area se3m5 unsafe",low,SAFE
1848,Establish perimeter and monitor the north ridge,3s7abl!5h p3rm37e® and monitor the n0r7# r!dge,medium,HATE
1849,"Payload drop scheduled at 2100 hrs, confirm logistics","P4y|oad d®op schedvl3d 7@t 2100 #h®5$ , @(0ñf14®m# |0g!$t1(s",high,SAFE
1850,"Patrol cancelled, area seems unsafe","P@7®o1 c@ñc3ll3d , @r3a 533ms v2ñ$afe",high,SAFE
1851,Code Alpha – maintain schedule,Code Alpha – main7aiñ schedule,low,SAFE
1852,Recon reports possible infiltration near hill-10,R3(00n ®eports p0$si813 !nf!17®@t!0ñ #ñea3r$ h1ll - @10@,high,SAFE
1853,All units remain in blackout; maintain radio silence,All uñits remain iñ blackout ; maintain radio silence,low,SAFE
1854,"Operation Delta in two minutes, finalize readiness","Operation Delta in 7wo minutes , finalize readiness",low,HATE
1855,"Operation Delta in two minutes, finalize readiness","0p®@7ion De1t in tw-0 m!nte5 , finalize re@dñ3s5",medium,SAFE
1856,"The source may shift position, keep eyes open","7he source may sh1ft position , keep eyes open",medium,THREAT
1857,"Payload drop scheduled at 0005 hrs, confirm logistics","@P4y|0@d# @d®0p@ $(h3dv13d $4t$ 0005 h®$ , c0ñfi®m @10gis7!($#",high,HATE
1858,Mission NeonSky aborted due to system anomaly,M!5-5i0n ñ3oñSky @8o®7ed due to system 4nom@|y,medium,HATE
1859,"Send backup, radio is down","Send backup , r4dio 1$ down",medium,SAFE
1860,Establish perimeter and monitor the north ridge,Establish perimeter añd monitor the n-0rth ridge,medium,HATE
1861,"Civilian movement reported near checkpoint, caution","Civi1i4n movement reported near (heckpoin7 , caution",low,THREAT
1862,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system 4n0maly,low,SAFE
1863,"Package status unclear, abort the handover","P@ck4g3 s7a7us unclear , a8ort 7#e handver",medium,THREAT
1864,Unverified reports suggest agitators gathering,vñv3rif!3d $r3po®7s0$ svg93s7 $@gita7or$# 947#3®!8ñ9,high,SAFE
1865,Need to secure base at dawn,N33d t0 secure base 7- d4wn,medium,HATE
1866,Code Alpha – maintain schedule,Code Alpha – maint41n schedule,low,THREAT
1867,"Tango spotted near checkpoint, move to cover","T4ngo spotted near checkpoiñt , mov3 to cover",low,SAFE
1868,Need to secure base at dawn,N3ed t0 secure base at dawn,low,HATE
1869,"Zone-D reports hostile movement, silent mode on","Zone - D ®3p0r75 hostile movement , s1leñt m0-d3 on",medium,THREAT
1870,"Zone-D reports hostile movement, silent mode on","Zon3 - D reports hostile mov3ment , silent mode on",low,HATE
1871,"The source may shift position, keep eyes open","T#3 s0v®(3 may 5#!ft p0s17!on , k3ep 3y3$ opeñ",high,SAFE
1872,Code Alpha – maintain schedule,(od3 4lp#a – main741ñ s(h3dv|3,high,SAFE
1873,"Patrol cancelled, area seems unsafe","P47®01 (añce1|3d , ar34 533ms uñ$4f3",high,SAFE
1874,"Send backup, radio is down","Send ba(kup , radio 15 down",low,THREAT
1875,Establish perimeter and monitor the north ridge,Establish perimeter 4nd monito® t#3 nor7h ridge,low,HATE
1876,"Transmission jam detected, postpone the meeting","7®4n$m15s5i0ñ j4m de7ec973d , p0$tpoñ3 7h3 m3e71ñg",high,THREAT
1877,"Target confirmed near sector 8, stay alert","Tar9et  #(0ñf!®m3d$ ñ3a® $ec70® 8 , $t@y @13®t",high,HATE
1878,"Sector 12 shows suspicious activity, verify","S3(t0® 12 #$#ows# svspi(iov$ a(71v!7y , ve®1fy",high,THREAT
1879,"Civilian movement reported near checkpoint, caution","Civi1ian movement reported near checkpoint , caution",low,HATE
1880,Unverified reports suggest agitators gathering,Unverified rpo®7s sug9est agitators gathering,medium,SAFE
1881,Recon reports possible infiltration near hill-9,Recon report5 po55ible infiltration near hill - 9,low,THREAT
1882,Mission NeonSky aborted due to system anomaly,Mission N30n5ky 4b0®ted due to 5y5tm añomly,medium,SAFE
1883,"Civilian movement reported near checkpoint, caution","Civ1lian m0vemeñt ®portd ñ4r (heckpoint , c4v7oñ",medium,SAFE
1884,"Patrol cancelled, area seems unsafe","Patrol -cance|13d , area seems uns@fe",medium,SAFE
1885,Establish perimeter and monitor the north ridge,Establish perime7er and monitor 7he nort# r1dg3,low,HATE
1886,"Payload drop scheduled at 0730 hrs, confirm logistics","Payl0ad drop scheduled at 0730 hrs , confirm logistics",low,THREAT
1887,Establish perimeter and monitor the north ridge,Es7481sh p3rim37er and monit0r the north ridge,medium,SAFE
1888,"Patrol cancelled, area seems unsafe","Patrol canc3lled , area seems unsafe",low,THREAT
1889,"Send backup, radio is down","Sen6d b@(kup , ®@d10 @!$@ d0wn",high,THREAT
1890,Need to secure base at dawn,_Ne3d to secu®e base t- d4wñ,medium,THREAT
1891,"Send backup, radio is down","S3nd  b@ckvp , radio i5 d0wn",medium,SAFE
1892,"Multiple crossings detected near border side, alert command","Multiple cr0ssings detected near border side , alert command",low,SAFE
1893,Establish perimeter and monitor the north ridge,Es74b1i$h perimeter 4ñd monitor 7h3 north rid9e,medium,HATE
1894,"Multiple crossings detected near border side, alert command","Multiple crossin95 detected near bo®der 51de , 41e®7 (omm@nd",medium,THREAT
1895,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop scheduled at 0500 hrs , confirm 1ogi5tics",low,SAFE
1896,"Operation Delta in two minutes, finalize readiness","Op3ration D3lta in tw0 miñvte5 , fiñ@lize ®ead1ne55",medium,SAFE
1897,All units remain in blackout; maintain radio silence,All u-nits remain iñ 8la(kou7 ; maintain ®adio 5il3nce,medium,HATE
1898,"Operation Delta in two minutes, finalize readiness","Op3rat10n De1ta 1ñ- tw0 m!nv7s , f!ñalize readiness",medium,HATE
1899,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone t#e me37ing",low,THREAT
1900,"Multiple crossings detected near border side, alert command","Multiple crossings detected na® b0rder side , 4lert (ommañd",medium,HATE
1901,Recon reports possible infiltration near hill-9,Recon reports po5sible infiltration near hill - 9,low,THREAT
1902,Need to secure base at dawn,Need 7o secure base at dawn,low,SAFE
1903,"Target confirmed near sector 1, stay alert","Target (0nfirmed near sector 1 , stay alert",low,SAFE
1904,All units remain in blackout; maintain radio silence,All units ®3main in blackout ; maintain radi0 silence,low,SAFE
1905,"Target confirmed near sector 6, stay alert","Tar93t  confirmed near 5e(tor 6 , stay alert",low,THREAT
1906,Mission NeonSky aborted due to system anomaly,M!ssi0n @Neo6ñ$ky# @b0®73d $dv3@ t0 $5y$73m# an0m@ly,high,SAFE
1907,Code Alpha – maintain schedule,Code Alpha – maintain schedule,medium,THREAT
1908,Need to secure base at dawn,N33d to secu®e 8ase at dawn,medium,THREAT
1909,"Multiple crossings detected near border side, alert command","Mvl7!p|3 c®0s$1ñ9s d373c7ed n34® #b0®d3®# s!d3 , 4l3r7 (0mm4nd",high,SAFE
1910,"Multiple crossings detected near border side, alert command","Mult!p|3 6(r05$1ñ95 d373(73d ne4® 80rd3® $id3 , a|3r7 (0mmañd",high,SAFE
1911,All units remain in blackout; maintain radio silence,All vnits remaiñ in 8lackov7 ; maintain radio silence,low,SAFE
1912,"Transmission jam detected, postpone the meeting","#7®4ñ$m15$i0n$ j@m detec73d , p0s7p0ñ3 #7#3$ m337iñg",high,HATE
1913,"Transmission jam detected, postpone the meeting","$7®añ5m1$5!0n# #4j4m@ d3773(ted , #p0$7poñ3$ 7he #m3371n9$",high,THREAT
1914,"Transmission jam detected, postpone the meeting","Trañsm!5$10n j@m #de73(7ed$ , po57pon3 $7he$ m3371ñ9",high,THREAT
1915,"Target confirmed near sector 6, stay alert","Target confirmed near secto® 6 , stay alert",low,SAFE
1916,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , move t0 cover",low,SAFE
1917,Unverified reports suggest agitators gathering,vñv3®if!3d ®ep0r7$ 5u99135t 4gi7470rs 9a7#3®!ñ9,high,THREAT
1918,All units remain in blackout; maintain radio silence,All  units remain in b1ackout ; ma1ntain radio silence,low,SAFE
1919,"Transmission jam detected, postpone the meeting","Trañsmiss0n jam detect3d , po$tpoñ 7h3 meetin9",medium,HATE
1920,"Send backup, radio is down","Send b4ckup , radio is down",low,HATE
1921,"Zone-D reports hostile movement, silent mode on","Z0n3 - D r3ports host11e movement , silent mode 0n",low,THREAT
1922,"Package status unclear, abort the handover","P@(k4g3 s7atv5 n(l34r , abort the #añd0v3r",medium,HATE
1923,Mission NeonSky aborted due to system anomaly,Mission NeonSky ab0rted due t0 5y57em anomaly,low,THREAT
1924,"Operation Delta in two minutes, finalize readiness","Operation D3l74 iñ 7wo minv7es , f1n@l!z3 ®e@diñ3$s",medium,THREAT
1925,Need to secure base at dawn,ñe3d to secure ba5e at dawn,low,THREAT
1926,Recon reports possible infiltration near hill-6,R3c0n r3p0®7$ p0$s!813 @inf1|7®@t10n$ ne6a® @#i41|# - 6,high,SAFE
1927,"Package status unclear, abort the handover","P4(ka93 57a7u7$ #uñc13@r@ , a801®7 th3 #añdov3®",high,HATE
1928,Unverified reports suggest agitators gathering,nverified rep0®7s 5ug9e5t agitators gath3r!n9,medium,THREAT
1929,"Send backup, radio is down","Send backup , ®di0 i$ d0wñ",medium,SAFE
1930,"Target confirmed near sector 1, stay alert","74r937 c0ñf1®m3d1 9n34® 583c7or 1 , $74y a|3r7",high,HATE
1931,"Patrol cancelled, area seems unsafe","Patrol (ancel13d , area seems unsafe",low,SAFE
1932,All units remain in blackout; maintain radio silence,All uni7s remain in blackout ; maintain ®ad10 s!leñce-,medium,SAFE
1933,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,SAFE
1934,Establish perimeter and monitor the north ridge,E5ta8lish  perime7er and monitor the north ridge,low,SAFE
1935,Establish perimeter and monitor the north ridge,@3s748|i$h# p3rim3ter $4ñd@ #moñ17or$ th3 $ño®t#$ @®!dg3#,high,THREAT
1936,Establish perimeter and monitor the north ridge,Establish perim3ter 4ñd monitor th3 north rid9e,low,THREAT
1937,"Patrol cancelled, area seems unsafe","Patro| can(elled , 4rea -sems unsafe",medium,HATE
1938,"Multiple crossings detected near border side, alert command","Multiple crossings d37ct3d near bordr side , al®t command_",medium,THREAT
1939,"Send backup, radio is down","$end 8ckup , rdio i$ down",medium,SAFE
1940,Recon reports possible infiltration near hill-11,Re(on reports possible infiltration ñear hill - 11,low,HATE
1941,"Payload drop scheduled at 0005 hrs, confirm logistics","P@y|04d $d®0p$ @$ch3dv|ed@ @473$ 0005 ##®$# , (oñfi®m l0gi3$71c5",high,HATE
1942,Unverified reports suggest agitators gathering,Uñverif13d reports sugge5t agit47ors gatherin9,low,THREAT
1943,All units remain in blackout; maintain radio silence,All units remain n black0v7 ; maintain ®4di sileñ(e,medium,SAFE
1944,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop 5c#edul3d at 0500 hrs , conf1rm logistics",low,SAFE
1945,All units remain in blackout; maintain radio silence,4|| vn!7$ rema!ñ 1ñ 81a(k0v7 ; m@!ñ741n 7®4d!o s1|en(e,high,THREAT
1946,Recon reports possible infiltration near hill-10,Recon reports possible infiltration near hill - 10,low,THREAT
1947,"Zone-A reports hostile movement, silent mode on","Zone - A reports hostile movement , silent mode on",low,SAFE
1948,All units remain in blackout; maintain radio silence,Al1 units remain in blackout ; maintain radio silence,low,THREAT
1949,"Payload drop scheduled at 0130 hrs, confirm logistics","Payload drop scheduled at 0130 hrs , confirm logis7ics",low,THREAT
1950,"Transmission jam detected, postpone the meeting","7r@ñ5m1$5!oñ $j4m$ d373(7ed , $p0s7p0ne@ 7#e m337!ng",high,SAFE
1951,"Multiple crossings detected near border side, alert command","Multiple crossings detected near border s1de , a1ert (ommand",low,SAFE
1952,Recon reports possible infiltration near hill-6,R3(0n ®3p0r75 p05$i8|3 !nf11tra71oñ ñe4® h1!|l - 6,high,SAFE
1953,"Tango spotted near checkpoint, move to cover","Tang0  spotted near (heckp0int , move to c0ve®",low,HATE
1954,"Sector 12 shows suspicious activity, verify","Sector 12 shows 5uspic1ou5 activity , verify",low,SAFE
1955,Establish perimeter and monitor the north ridge,3$7@8li5h #p3r1m373®@ 4nd #m0ni7o®# 2th3 no®7# ri7d93,high,HATE
1956,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize readiness",low,THREAT
1957,Need to secure base at dawn,Need  to s3(ure base at d4wn,medium,SAFE
1958,"Target confirmed near sector 1, stay alert","Target confirmed n3ar sect0r 1 , stay alert",medium,SAFE
1959,"The source may shift position, keep eyes open","The source may 5hift position , keep eyes open",low,HATE
1960,Mission NeonSky aborted due to system anomaly,M!s$!on N3on$ky @@8o®743d@ $du3$ t0 sy$t2em @n0m@|y,high,THREAT
1961,"Send backup, radio is down","5eñd 8@(kup , ®ad!o 1s d0wn",high,THREAT
1962,"Civilian movement reported near checkpoint, caution","Civilian movement reported near ch3ckpo1ñt , c4u7ion",low,HATE
1963,"Transmission jam detected, postpone the meeting","7®4ñ5mis5i0ñ @jam1@ de79ected , pos47pon3 #7#e$ 7me3tiñ9",high,HATE
1964,"Tango spotted near checkpoint, move to cover","7an990 @spo7t3d# ñe@® (h3(kp0iñt , m0v3 703 (ove®8",high,HATE
1965,Unverified reports suggest agitators gathering,Unverified reports suggest 49itato®s gatherin9,low,THREAT
1966,All units remain in blackout; maintain radio silence,All units rem41n in blackou7 ; maiñt4iñ ®ad! 5le-nce,medium,SAFE
1967,Code Alpha – maintain schedule,(d3 A1ph@ – maintain s(hedu|,medium,SAFE
1968,"Patrol cancelled, area seems unsafe","Patrol cancelled , area se3ms unsafe",low,HATE
1969,Code Alpha – maintain schedule,Cod3 4lp#a – maintain schedule,medium,SAFE
1970,Mission NeonSky aborted due to system anomaly,Mi$5i70ñ ñ3onSky @80r7ed dv31 @t0$ #5ys73m$ an0m4|y,high,HATE
1971,"Target confirmed near sector 10, stay alert","Target confirmed ner 53c7or -10 , stay alert",medium,HATE
1972,"Civilian movement reported near checkpoint, caution","Civilian movemen7 reported near ch3ckpo1ñt- , (avtion",medium,SAFE
1973,"Transmission jam detected, postpone the meeting","T®@ñsmi5si0n j4m detected , postpone t#e meeting",medium,HATE
1974,"Send backup, radio is down","Send backup , ®adio is down",low,HATE
1975,Unverified reports suggest agitators gathering,vnverif!ed reports su993s7 a91t47ors gather!ng,medium,SAFE
1976,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,SAFE
1977,Code Alpha – maintain schedule,Co_de Alpha – maiñ74!ñ_ s(hedule,medium,HATE
1978,"Transmission jam detected, postpone the meeting","Trañsmis-s1on  jam detected , postpone 7#3 meetiñg",medium,SAFE
1979,Recon reports possible infiltration near hill-1,Recon reports possible inf1ltr4t1oñ near hill - 1,low,HATE
1980,"Multiple crossings detected near border side, alert command","Multiple crossing5 detected near bord3r side , alert comm4nd",low,SAFE
1981,"The source may shift position, keep eyes open","The source may 5hift positi0n , keep eyes open",low,SAFE
1982,"Sector 10 shows suspicious activity, verify","Sector 10 shows sv5pici0vs activity , verify",low,THREAT
1983,"Send backup, radio is down","Send 8ackup , radio is down",low,SAFE
1984,"The source may shift position, keep eyes open","The  source m4y 5h1ft pos!t1on , k3ep eye5 open",medium,HATE
1985,Code Alpha – maintain schedule,Cod3  41p#a – main74n s(hedule,medium,HATE
1986,"Civilian movement reported near checkpoint, caution","Civ1lian movement ®ep0rted near checkpoint , caution",low,HATE
1987,Establish perimeter and monitor the north ridge,3$t4bl!s#  perimeter ñd m0nitor the ño®7h rdge,medium,SAFE
1988,"Tango spotted near checkpoint, move to cover","$7@n90@ $p077ed ñ3@® ch3(2kpo1n7 , #m0ve@ 70 (ove®",high,HATE
